RunId,priority_range_width,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
153,2,53,0.0925,600.0,0.0,0.0,145.0,0,0,
154,2,54,0.22854166666666667,600.0,0.0,0.0,304.0,0,0,
155,2,55,0.3085,600.0,2.0,0.1,571.0,0,0,
156,2,56,0.2644444444444444,600.0,0.0,0.0,277.0,0,0,
157,2,57,0.3525,600.0,3.0,0.15,,0,0,
158,2,58,0.1323529411764706,600.0,0.0,0.0,202.0,0,0,
159,2,59,0.1634259259259259,600.0,0.0,0.0,243.0,0,0,
160,2,60,0.11807017543859648,600.0,0.0,0.0,185.0,0,0,
161,2,61,0.3261363636363636,600.0,2.0,0.0909090909090909,274.0,0,0,
162,2,62,0.3020454545454545,600.0,4.0,0.1818181818181818,192.0,0,0,
163,2,63,0.32789855072463764,600.0,3.0,0.1304347826086956,310.0,0,0,
164,2,64,0.35142857142857137,600.0,3.0,0.1428571428571428,383.0,0,0,
165,2,65,0.2481481481481481,600.0,1.0,0.0555555555555555,403.0,0,0,
166,2,66,0.2043333333333333,600.0,0.0,0.0,221.0,0,0,
167,2,67,0.45825757575757575,600.0,5.0,0.2272727272727272,,0,0,
168,2,68,0.2806521739130434,600.0,0.0,0.0,191.0,0,0,
169,2,69,0.19608333333333333,600.0,0.0,0.0,205.0,0,0,
170,2,70,0.3850877192982456,600.0,3.0,0.1578947368421052,,0,0,
171,2,71,0.19228070175438594,600.0,0.0,0.0,256.0,0,0,
172,2,72,0.3219166666666667,600.0,3.0,0.15,,0,0,
173,2,73,0.23333333333333334,600.0,0.0,0.0,386.0,0,0,
174,2,74,0.2887254901960784,600.0,0.0,0.0,495.0,0,0,
175,2,75,0.21465277777777778,600.0,1.0,0.0416666666666666,186.0,0,0,
176,2,76,0.327063492063492,600.0,1.0,0.0476190476190476,315.0,0,0,
177,2,77,0.3257407407407407,600.0,0.0,0.0,530.0,0,0,
178,2,78,0.12037037037037038,600.0,0.0,0.0,91.0,0,0,
179,2,79,0.2540151515151515,600.0,0.0,0.0,176.0,0,0,
180,2,80,0.27499999999999997,600.0,0.0,0.0,546.0,0,0,
181,2,81,0.22359649122807013,600.0,0.0,0.0,306.0,0,0,
182,2,82,0.4203623188405797,600.0,7.0,0.3043478260869565,,0,0,
183,2,83,0.376159420289855,600.0,3.0,0.1304347826086956,388.0,0,0,
184,2,84,0.4234920634920635,600.0,0.0,0.0,500.0,0,0,
185,2,85,0.22307017543859645,600.0,2.0,0.1052631578947368,,0,0,
186,2,86,0.26227272727272727,600.0,0.0,0.0,228.0,0,0,
187,2,87,0.2339682539682539,600.0,0.0,0.0,253.0,0,0,
188,2,88,0.24375,600.0,0.0,0.0,374.0,0,0,
189,2,89,0.2239473684210526,600.0,0.0,0.0,240.0,0,0,
190,2,90,0.14229166666666668,600.0,0.0,0.0,167.0,0,0,
191,2,91,0.24253623188405796,600.0,1.0,0.0434782608695652,197.0,0,0,
192,2,92,0.20375,600.0,0.0,0.0,224.0,0,0,
193,2,93,0.3702380952380952,600.0,2.0,0.0952380952380952,442.0,0,0,
194,2,94,0.19892156862745097,600.0,0.0,0.0,261.0,0,0,
195,2,95,0.13472222222222222,600.0,0.0,0.0,184.0,0,0,
196,2,96,0.40317460317460313,600.0,2.0,0.0952380952380952,544.0,0,0,
197,2,97,0.23174603174603173,600.0,0.0,0.0,329.0,0,0,
198,2,98,0.18796296296296294,600.0,0.0,0.0,229.0,0,0,
199,2,99,0.22638888888888886,600.0,1.0,0.0555555555555555,493.0,0,0,
200,4,0,0.11444444444444445,600.0,0.0,0.0,99.0,0,0,
201,4,1,0.16879629629629628,600.0,0.0,0.0,197.0,0,0,
202,4,2,0.1841025641025641,600.0,0.0,0.0,198.0,0,0,
203,4,3,0.25420000000000004,600.0,2.0,0.08,138.0,0,0,
204,4,4,0.3486111111111111,600.0,0.0,0.0,479.0,0,0,
205,4,5,0.3757246376811594,600.0,3.0,0.1304347826086956,403.0,0,0,
206,4,6,0.25659420289855067,600.0,2.0,0.0869565217391304,178.0,0,0,
207,4,7,0.3605797101449275,600.0,1.0,0.0434782608695652,302.0,0,0,
208,4,8,0.2957017543859649,600.0,0.0,0.0,372.0,0,0,
209,4,9,0.304,600.0,1.0,0.05,280.0,0,0,
210,4,10,0.25175438596491223,600.0,1.0,0.0526315789473684,350.0,0,0,
211,4,11,0.1346212121212121,600.0,0.0,0.0,93.0,0,0,
212,4,12,0.09578431372549019,600.0,0.0,0.0,99.0,0,0,
213,4,13,0.47075,600.0,2.0,0.1,439.0,0,0,
214,4,14,0.4275,600.0,4.0,0.1666666666666666,498.0,0,0,
215,4,15,0.34034722222222225,600.0,3.0,0.125,283.0,0,0,
216,4,16,0.4055263157894737,600.0,2.0,0.1052631578947368,,0,0,
217,4,17,0.1475,600.0,0.0,0.0,181.0,0,0,
218,4,18,0.12675925925925927,600.0,0.0,0.0,145.0,0,0,
219,4,19,0.14794117647058824,600.0,0.0,0.0,258.0,0,0,
220,4,20,0.2268518518518518,600.0,2.0,0.1111111111111111,,0,0,
221,4,21,0.4274242424242424,600.0,4.0,0.1818181818181818,503.0,0,0,
222,4,22,0.22925,600.0,0.0,0.0,241.0,0,0,
223,4,23,0.32908333333333334,600.0,2.0,0.1,505.0,0,0,
224,4,24,0.2730208333333333,600.0,0.0,0.0,347.0,0,0,
225,4,25,0.10186274509803922,600.0,0.0,0.0,148.0,0,0,
226,4,26,0.23841269841269838,600.0,1.0,0.0476190476190476,297.0,0,0,
227,4,27,0.40673913043478255,600.0,5.0,0.217391304347826,354.0,0,0,
228,4,28,0.30111111111111105,600.0,2.0,0.0952380952380952,382.0,0,0,
229,4,29,0.18425,600.0,1.0,0.05,296.0,0,0,
230,4,30,0.263695652173913,600.0,1.0,0.0434782608695652,260.0,0,0,
231,4,31,0.41130434782608694,600.0,3.0,0.1304347826086956,331.0,0,0,
232,4,32,0.3421014492753623,600.0,3.0,0.1304347826086956,294.0,0,0,
233,4,33,0.19549019607843138,600.0,0.0,0.0,189.0,0,0,
234,4,34,0.28429824561403505,600.0,0.0,0.0,356.0,0,0,
235,4,35,0.25852941176470584,600.0,1.0,0.0588235294117647,409.0,0,0,
236,4,36,0.31214285714285706,600.0,1.0,0.0476190476190476,375.0,0,0,
237,4,37,0.154,600.0,0.0,0.0,291.0,0,0,
238,4,38,0.27427536231884053,600.0,2.0,0.0869565217391304,185.0,0,0,
239,4,39,0.3069791666666667,600.0,0.0,0.0,400.0,0,0,
240,4,40,0.25072916666666667,600.0,0.0,0.0,202.0,0,0,
241,4,41,0.2353125,600.0,0.0,0.0,406.0,0,0,
242,4,42,0.3933333333333333,600.0,4.0,0.1818181818181818,382.0,0,0,
243,4,43,0.12526315789473683,600.0,0.0,0.0,125.0,0,0,
244,4,44,0.21634920634920632,600.0,0.0,0.0,260.0,0,0,
245,4,45,0.20344444444444443,600.0,0.0,0.0,202.0,0,0,
246,4,46,0.2065625,600.0,0.0,0.0,179.0,0,0,
247,4,47,0.2065625,600.0,0.0,0.0,207.0,0,0,
248,4,48,0.29446969696969694,600.0,0.0,0.0,219.0,0,0,
249,4,49,0.34458333333333335,600.0,2.0,0.1,483.0,0,0,
250,4,50,0.3656140350877193,600.0,2.0,0.1052631578947368,,0,0,
251,4,51,0.4583333333333333,600.0,6.0,0.2307692307692307,425.0,0,0,
252,4,52,0.18547619047619046,600.0,0.0,0.0,236.0,0,0,
253,4,53,0.08176470588235293,600.0,0.0,0.0,80.0,0,0,
254,4,54,0.23733333333333329,600.0,0.0,0.0,294.0,0,0,
255,4,55,0.28983333333333333,600.0,2.0,0.1,437.0,0,0,
256,4,56,0.2644444444444444,600.0,0.0,0.0,277.0,0,0,
257,4,57,0.3559090909090909,600.0,1.0,0.0454545454545454,348.0,0,0,
