RunId,coverage_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
195,15.0,48,0.3591111111111111,600.0,5.0,0.1666666666666666,170.0,0,0,
196,8.0,49,0.33349999999999996,600.0,2.0,0.0666666666666666,147.0,0,0,
197,10.0,49,0.3094444444444444,600.0,1.0,0.0333333333333333,229.0,0,0,
198,12.0,49,0.31161111111111106,600.0,2.0,0.0666666666666666,155.0,0,0,
199,15.0,49,0.3265,600.0,0.0,0.0,189.0,0,0,
200,8.0,50,0.4082777777777778,600.0,9.0,0.3,225.0,0,0,
201,10.0,50,0.3208888888888889,600.0,3.0,0.1,119.0,0,0,
202,12.0,50,0.3768333333333333,600.0,6.0,0.2,189.0,0,0,
203,15.0,50,0.38749999999999996,600.0,8.0,0.2666666666666666,186.0,0,0,
204,8.0,51,0.45699999999999996,600.0,10.0,0.3333333333333333,247.0,0,0,
205,10.0,51,0.43361111111111106,600.0,9.0,0.3,222.0,0,0,
206,12.0,51,0.4069444444444444,600.0,8.0,0.2666666666666666,213.0,0,0,
207,15.0,51,0.4225555555555556,600.0,8.0,0.2666666666666666,211.0,0,0,
208,8.0,52,0.42649999999999993,600.0,8.0,0.2666666666666666,259.0,0,0,
209,10.0,52,0.49572222222222223,600.0,10.0,0.3333333333333333,389.0,0,0,
210,12.0,52,0.45838888888888885,600.0,8.0,0.2666666666666666,215.0,0,0,
211,15.0,52,0.505,600.0,10.0,0.3333333333333333,354.0,0,0,
212,8.0,53,0.437,600.0,8.0,0.2666666666666666,214.0,0,0,
213,10.0,53,0.3837222222222222,600.0,5.0,0.1666666666666666,242.0,0,0,
214,12.0,53,0.39749999999999996,600.0,8.0,0.2666666666666666,289.0,0,0,
215,15.0,53,0.2994444444444444,600.0,1.0,0.0333333333333333,171.0,0,0,
216,8.0,54,0.39705555555555555,600.0,9.0,0.3,87.0,0,0,
217,10.0,54,0.3225,600.0,4.0,0.1333333333333333,87.0,0,0,
218,12.0,54,0.28655555555555556,600.0,3.0,0.1,87.0,0,0,
219,15.0,54,0.3434444444444444,600.0,3.0,0.1,133.0,0,0,
220,8.0,55,0.6412777777777777,600.0,13.0,0.4333333333333333,,0,0,
221,10.0,55,0.6026666666666666,600.0,13.0,0.4333333333333333,,0,0,
222,12.0,55,0.46861111111111103,600.0,9.0,0.3,203.0,0,0,
223,15.0,55,0.4072222222222222,600.0,7.0,0.2333333333333333,177.0,0,0,
224,8.0,56,0.4033333333333333,600.0,6.0,0.2,176.0,0,0,
225,10.0,56,0.4801111111111111,600.0,9.0,0.3,271.0,0,0,
226,12.0,56,0.39827777777777773,600.0,7.0,0.2333333333333333,191.0,0,0,
227,15.0,56,0.33144444444444443,600.0,3.0,0.1,174.0,0,0,
228,8.0,57,0.4630555555555555,600.0,9.0,0.3,269.0,0,0,
229,10.0,57,0.45866666666666667,600.0,8.0,0.2666666666666666,243.0,0,0,
230,12.0,57,0.4881111111111111,600.0,7.0,0.2333333333333333,334.0,0,0,
231,15.0,57,0.4730555555555555,600.0,7.0,0.2333333333333333,269.0,0,0,
232,8.0,58,0.44805555555555554,600.0,10.0,0.3333333333333333,190.0,0,0,
233,10.0,58,0.40388888888888885,600.0,6.0,0.2,235.0,0,0,
234,12.0,58,0.3744444444444444,600.0,8.0,0.2666666666666666,116.0,0,0,
235,15.0,58,0.35088888888888886,600.0,5.0,0.1666666666666666,140.0,0,0,
