RunId,radius_profile,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,mean_excess_service_units,final_excess_service_units,J_delta_dynamic,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
111,rd25_rp25_potenziato,10,0.19950925925925928,1800.0,0.0,0.0,0.011111111111111112,0.0,0.1638888888888889,297.0,4,4,76.75
112,rd25_rp25_potenziato,11,0.20270370370370372,1800.0,0.0,0.0,0.02388888888888889,0.0,0.15359722222222222,456.0,4,4,44.5
113,rd25_rp25_potenziato,12,0.1905740740740741,1800.0,1.0,0.05,0.18,0.0,0.16427777777777777,308.0,4,4,58.5
114,rd25_rp25_potenziato,13,0.16305555555555556,1800.0,0.0,0.0,0.02277777777777778,0.0,0.13391666666666666,219.0,4,4,53.25
115,rd25_rp25_potenziato,14,0.20475925925925925,1800.0,1.0,0.05,0.5161111111111111,0.0,0.16126388888888887,297.0,4,3,13.333333333333334
116,rd25_rp25_potenziato,15,0.17796296296296296,1800.0,1.0,0.05,0.6705555555555556,0.0,0.16044444444444445,212.0,4,4,35.75
117,rd25_rp25_potenziato,16,0.1488611111111111,1800.0,0.0,0.0,0.3422222222222222,0.0,0.1455,188.0,4,4,44.0
118,rd25_rp25_potenziato,17,0.22985185185185186,1800.0,1.0,0.05,0.14555555555555555,0.0,0.16219444444444445,660.0,4,4,86.0
119,rd25_rp25_potenziato,18,0.22957407407407407,1800.0,0.0,0.0,0.3277777777777778,0.0,0.1663611111111111,364.0,4,4,64.25
120,rd25_rp25_potenziato,19,0.23225,1800.0,0.0,0.0,0.015555555555555555,0.0,0.18583333333333332,974.0,4,3,28.666666666666668
121,rd25_rp25_potenziato,20,0.16998148148148146,1800.0,0.0,0.0,0.9588888888888889,0.0,0.15297222222222223,284.0,4,4,60.5
122,rd25_rp25_potenziato,21,0.25172222222222224,1800.0,1.0,0.05,0.32944444444444443,0.0,0.15966666666666665,670.0,4,4,56.75
123,rd25_rp25_potenziato,22,0.19094444444444444,1800.0,1.0,0.05,0.34944444444444445,0.0,0.163625,303.0,4,3,58.0
124,rd25_rp25_potenziato,23,0.18835185185185183,1800.0,0.0,0.0,0.24388888888888888,0.0,0.1756111111111111,296.0,4,3,48.0
125,rd25_rp25_potenziato,24,0.2011666666666667,1800.0,1.0,0.05,0.465,0.0,0.1885,248.0,4,4,110.5
126,rd25_rp25_potenziato,25,0.14686111111111114,1800.0,1.0,0.05,0.015555555555555555,0.0,0.14345833333333333,215.0,4,4,24.75
127,rd25_rp25_potenziato,26,0.22924999999999998,1800.0,1.0,0.05,0.010555555555555556,0.0,0.1733333333333333,894.0,4,4,100.75
128,rd25_rp25_potenziato,27,0.20125,1800.0,1.0,0.05,0.3461111111111111,0.0,0.14904166666666666,346.0,4,4,81.0
129,rd25_rp25_potenziato,28,0.2003425925925926,1800.0,0.0,0.0,0.4855555555555556,0.0,0.1448472222222222,396.0,4,4,56.5
130,rd25_rp25_potenziato,29,0.1841574074074074,1800.0,1.0,0.05,0.014444444444444444,0.0,0.17090277777777776,304.0,4,4,80.25
131,rd25_rp25_potenziato,30,0.1910185185185185,1800.0,1.0,0.05,0.012777777777777779,0.0,0.14865277777777777,473.0,4,4,67.5
132,rd25_rp25_potenziato,31,0.2082037037037037,1800.0,1.0,0.05,0.008888888888888889,0.0,0.1465138888888889,355.0,4,4,23.75
133,rd25_rp25_potenziato,32,0.14975,1800.0,0.0,0.0,0.009444444444444445,0.0,0.12408333333333331,284.0,4,4,37.75
134,rd25_rp25_potenziato,33,0.25163888888888886,1800.0,0.0,0.0,0.011666666666666667,0.0,0.18895833333333334,949.0,4,3,20.0
135,rd25_rp25_potenziato,34,0.27220370370370367,1800.0,0.0,0.0,0.01,0.0,0.19980555555555554,867.0,4,4,125.75
136,rd25_rp25_potenziato,35,0.1895462962962963,1800.0,0.0,0.0,0.018333333333333333,0.0,0.1512777777777778,474.0,4,4,52.25
137,rd25_rp25_potenziato,36,0.15787962962962962,1800.0,1.0,0.05,0.012222222222222223,0.0,0.14065277777777777,246.0,4,4,21.75
138,rd25_rp25_potenziato,37,0.18810185185185185,1800.0,1.0,0.05,0.35833333333333334,0.0,0.1406111111111111,434.0,4,4,29.75
139,rd25_rp25_potenziato,38,0.1706851851851852,1800.0,0.0,0.0,1.0694444444444444,0.0,0.13848611111111112,327.0,4,4,26.75
140,rd25_rp25_potenziato,39,0.13675,1800.0,0.0,0.0,0.4938888888888889,0.0,0.11995833333333332,254.0,4,4,24.75
141,rd25_rp25_potenziato,40,0.21380555555555558,1800.0,2.0,0.1,0.017777777777777778,0.0,0.17279166666666665,344.0,4,4,89.5
142,rd25_rp25_potenziato,41,0.22282407407407406,1800.0,0.0,0.0,0.01,0.0,0.17252777777777778,398.0,4,4,75.5
143,rd25_rp25_potenziato,42,0.2180925925925926,1800.0,1.0,0.05,0.006666666666666667,0.0,0.15618055555555554,675.0,4,4,36.25
144,rd25_rp25_potenziato,43,0.22213888888888886,1800.0,1.0,0.05,0.011111111111111112,0.0,0.16045833333333331,697.0,4,4,44.25
145,rd25_rp25_potenziato,44,0.20846296296296293,1800.0,0.0,0.0,0.17944444444444443,0.0,0.1558611111111111,740.0,4,4,53.0
146,rd25_rp25_potenziato,45,0.20032407407407407,1800.0,1.0,0.05,0.49166666666666664,0.0,0.18544444444444444,294.0,4,4,126.5
147,rd25_rp25_potenziato,46,0.1898425925925926,1800.0,0.0,0.0,0.5572222222222222,0.0,0.1390972222222222,282.0,4,4,54.25
148,rd25_rp25_potenziato,47,0.19568518518518518,1800.0,0.0,0.0,0.525,0.0,0.15852777777777777,356.0,4,4,50.5
149,rd25_rp25_potenziato,48,0.22566666666666665,1800.0,1.0,0.05,0.011666666666666667,0.0,0.13474999999999998,637.0,4,4,23.75
150,rd25_rp25_potenziato,49,0.16705555555555554,1800.0,1.0,0.05,0.495,0.0,0.13974999999999999,290.0,4,4,20.0
151,rd25_rp25_potenziato,50,0.16627777777777777,1800.0,1.0,0.05,0.3372222222222222,0.0,0.13108333333333333,331.0,4,4,34.5
152,rd25_rp25_potenziato,51,0.26105555555555554,1800.0,0.0,0.0,0.0077777777777777776,0.0,0.191125,564.0,4,4,73.5
153,rd25_rp25_potenziato,52,0.2540925925925926,1800.0,2.0,0.1,0.07166666666666667,0.0,0.2320972222222222,297.0,4,3,176.0
154,rd25_rp25_potenziato,53,0.17517592592592593,1800.0,1.0,0.05,0.51,0.0,0.16693055555555555,227.0,4,4,59.5
155,rd25_rp25_potenziato,54,0.16128703703703703,1800.0,0.0,0.0,0.17,0.0,0.1361388888888889,256.0,4,4,26.75
156,rd25_rp25_potenziato,55,0.18137962962962964,1800.0,0.0,0.0,0.013888888888888888,0.0,0.1457361111111111,250.0,4,4,38.5
157,rd25_rp25_potenziato,56,0.2121296296296296,1800.0,2.0,0.1,0.006666666666666667,0.0,0.15411111111111112,667.0,4,4,30.25
158,rd25_rp25_potenziato,57,0.17561111111111108,1800.0,0.0,0.0,0.01,0.0,0.143625,293.0,4,4,79.5
159,rd25_rp25_potenziato,58,0.2494074074074074,1800.0,1.0,0.05,0.014444444444444444,0.0,0.19977777777777778,706.0,4,3,62.0
160,rd25_rp25_potenziato,59,0.1544259259259259,1800.0,1.0,0.05,0.3438888888888889,0.0,0.16905555555555557,199.0,4,4,30.75
161,rd25_rp25_potenziato,60,0.22552777777777777,1800.0,1.0,0.05,0.01,0.0,0.16683333333333333,985.0,4,3,33.333333333333336
162,rd25_rp25_potenziato,61,0.22850925925925925,1800.0,0.0,0.0,0.18555555555555556,0.0,0.2087638888888889,395.0,4,3,31.333333333333332
163,rd25_rp25_potenziato,62,0.17282407407407407,1800.0,0.0,0.0,0.21222222222222223,0.0,0.14315277777777777,292.0,4,4,72.25
164,rd25_rp25_potenziato,63,0.19625,1800.0,1.0,0.05,0.005555555555555556,0.0,0.1743333333333333,411.0,4,3,37.666666666666664
165,rd25_rp25_potenziato,64,0.20853703703703705,1800.0,0.0,0.0,0.3827777777777778,0.0,0.1433888888888889,706.0,4,4,43.75
166,rd25_rp25_potenziato,65,0.16629629629629628,1800.0,0.0,0.0,0.01611111111111111,0.0,0.15006944444444442,253.0,4,4,27.0
167,rd25_rp25_potenziato,66,0.15299074074074073,1800.0,1.0,0.05,0.5116666666666667,0.0,0.1561944444444444,204.0,4,4,59.25
168,rd25_rp25_potenziato,67,0.2007037037037037,1800.0,0.0,0.0,0.33944444444444444,0.0,0.15626388888888887,474.0,4,4,57.0
169,rd25_rp25_potenziato,68,0.19997222222222222,1800.0,1.0,0.05,0.013333333333333334,0.0,0.13545833333333335,517.0,4,4,28.25
170,rd25_rp25_potenziato,69,0.19680555555555557,1800.0,1.0,0.05,0.8316666666666667,0.0,0.16274999999999998,286.0,4,4,74.0
171,rd25_rp25_potenziato,70,0.1734351851851852,1800.0,0.0,0.0,0.31333333333333335,0.0,0.1683611111111111,271.0,4,4,68.75
172,rd25_rp25_potenziato,71,0.3165648148148148,1800.0,0.0,0.0,0.17,0.0,0.23951388888888892,1056.0,4,3,56.666666666666664
173,rd25_rp25_potenziato,72,0.24506481481481482,1800.0,1.0,0.05,0.013888888888888888,0.0,0.16243055555555555,788.0,4,4,63.75
174,rd25_rp25_potenziato,73,0.1527777777777778,1800.0,0.0,0.0,0.011111111111111112,0.0,0.136125,204.0,4,4,40.25
175,rd25_rp25_potenziato,74,0.18668518518518518,1800.0,0.0,0.0,0.1738888888888889,0.0,0.13694444444444442,432.0,4,4,79.25
176,rd25_rp25_potenziato,75,0.2574722222222222,1800.0,1.0,0.05,0.012222222222222223,0.0,0.181,644.0,4,4,68.25
177,rd25_rp25_potenziato,76,0.1825,1800.0,1.0,0.05,0.006111111111111111,0.0,0.15020833333333333,533.0,4,4,61.5
178,rd25_rp25_potenziato,77,0.18462037037037038,1800.0,0.0,0.0,0.315,0.0,0.1448472222222222,353.0,4,4,76.5
179,rd25_rp25_potenziato,78,0.16563888888888886,1800.0,1.0,0.05,0.3672222222222222,0.0,0.12704166666666666,283.0,4,4,62.75
180,rd25_rp25_potenziato,79,0.1680925925925926,1800.0,0.0,0.0,0.83,0.0,0.1232222222222222,294.0,4,4,34.0
181,rd25_rp25_potenziato,80,0.13466666666666666,1800.0,1.0,0.05,1.1166666666666667,0.0,0.119875,150.0,4,4,26.25
182,rd25_rp25_potenziato,81,0.25810185185185186,1800.0,1.0,0.05,0.5444444444444444,0.0,0.19081944444444443,749.0,4,4,58.25
