RunId,initial_fleet_load,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
209,0.25,15.0,52,0.13933333333333334,600.0,0.0,0.0,186.0,0,0,
210,0.25,20.0,52,0.11566666666666668,600.0,0.0,0.0,108.0,0,0,
211,0.25,25.0,52,0.14033333333333334,600.0,0.0,0.0,195.0,0,0,
212,0.25,10.0,53,0.12,600.0,0.0,0.0,148.0,0,0,
213,0.25,15.0,53,0.11666666666666667,600.0,0.0,0.0,178.0,0,0,
214,0.25,20.0,53,0.114,600.0,0.0,0.0,147.0,0,0,
215,0.25,25.0,53,0.10733333333333334,600.0,0.0,0.0,133.0,0,0,
216,0.25,10.0,54,0.09533333333333334,600.0,0.0,0.0,109.0,0,0,
217,0.25,15.0,54,0.11099999999999999,600.0,0.0,0.0,130.0,0,0,
218,0.25,20.0,54,0.14166666666666666,600.0,0.0,0.0,158.0,0,0,
219,0.25,25.0,54,0.22666666666666666,600.0,0.0,0.0,385.0,0,0,
220,0.25,10.0,55,0.19633333333333336,600.0,0.0,0.0,253.0,0,0,
221,0.25,15.0,55,0.10366666666666667,600.0,0.0,0.0,108.0,0,0,
222,0.25,20.0,55,0.126,600.0,0.0,0.0,164.0,0,0,
223,0.25,25.0,55,0.1726666666666667,600.0,0.0,0.0,307.0,0,0,
224,0.25,10.0,56,0.19666666666666666,600.0,0.0,0.0,212.0,0,0,
225,0.25,15.0,56,0.163,600.0,0.0,0.0,144.0,0,0,
226,0.25,20.0,56,0.17200000000000001,600.0,0.0,0.0,169.0,0,0,
227,0.25,25.0,56,0.167,600.0,0.0,0.0,153.0,0,0,
228,0.25,10.0,57,0.11733333333333335,600.0,0.0,0.0,114.0,0,0,
229,0.25,15.0,57,0.123,600.0,0.0,0.0,129.0,0,0,
230,0.25,20.0,57,0.11666666666666667,600.0,0.0,0.0,113.0,0,0,
231,0.25,25.0,57,0.117,600.0,0.0,0.0,114.0,0,0,
232,0.25,10.0,58,0.10033333333333334,600.0,0.0,0.0,110.0,0,0,
233,0.25,15.0,58,0.09866666666666667,600.0,0.0,0.0,102.0,0,0,
234,0.25,20.0,58,0.098,600.0,0.0,0.0,100.0,0,0,
235,0.25,25.0,58,0.09533333333333334,600.0,0.0,0.0,103.0,0,0,
236,0.25,10.0,59,0.13266666666666668,600.0,0.0,0.0,314.0,0,0,
237,0.25,15.0,59,0.06866666666666667,600.0,0.0,0.0,122.0,0,0,
238,0.25,20.0,59,0.052333333333333336,600.0,0.0,0.0,72.0,0,0,
239,0.25,25.0,59,0.052,600.0,0.0,0.0,72.0,0,0,
240,0.25,10.0,60,0.11966666666666666,600.0,0.0,0.0,141.0,0,0,
241,0.25,15.0,60,0.159,600.0,0.0,0.0,226.0,0,0,
242,0.25,20.0,60,0.12366666666666667,600.0,0.0,0.0,143.0,0,0,
243,0.25,25.0,60,0.11533333333333334,600.0,0.0,0.0,134.0,0,0,
244,0.25,10.0,61,0.152,600.0,0.0,0.0,210.0,0,0,
245,0.25,15.0,61,0.14033333333333334,600.0,0.0,0.0,191.0,0,0,
246,0.25,20.0,61,0.19733333333333333,600.0,0.0,0.0,276.0,0,0,
247,0.25,25.0,61,0.125,600.0,0.0,0.0,132.0,0,0,
248,0.25,10.0,62,0.18600000000000003,600.0,0.0,0.0,206.0,0,0,
249,0.25,15.0,62,0.18066666666666667,600.0,0.0,0.0,185.0,0,0,
250,0.25,20.0,62,0.20333333333333334,600.0,0.0,0.0,242.0,0,0,
251,0.25,25.0,62,0.20333333333333334,600.0,0.0,0.0,267.0,0,0,
252,0.25,10.0,63,0.11366666666666667,600.0,0.0,0.0,150.0,0,0,
253,0.25,15.0,63,0.132,600.0,0.0,0.0,214.0,0,0,
254,0.25,20.0,63,0.11666666666666667,600.0,0.0,0.0,170.0,0,0,
255,0.25,25.0,63,0.158,600.0,0.0,0.0,301.0,0,0,
256,0.25,10.0,64,0.15066666666666667,600.0,0.0,0.0,162.0,0,0,
257,0.25,15.0,64,0.164,600.0,0.0,0.0,175.0,0,0,
258,0.25,20.0,64,0.17166666666666666,600.0,0.0,0.0,242.0,0,0,
259,0.25,25.0,64,0.15666666666666668,600.0,0.0,0.0,147.0,0,0,
260,0.25,10.0,65,0.11033333333333334,600.0,0.0,0.0,138.0,0,0,
261,0.25,15.0,65,0.10033333333333334,600.0,0.0,0.0,139.0,0,0,
262,0.25,20.0,65,0.08466666666666667,600.0,0.0,0.0,116.0,0,0,
263,0.25,25.0,65,0.15,600.0,0.0,0.0,231.0,0,0,
264,0.25,10.0,66,0.11233333333333334,600.0,0.0,0.0,190.0,0,0,
265,0.25,15.0,66,0.09533333333333334,600.0,0.0,0.0,139.0,0,0,
266,0.25,20.0,66,0.08966666666666666,600.0,0.0,0.0,122.0,0,0,
267,0.25,25.0,66,0.10066666666666667,600.0,0.0,0.0,151.0,0,0,
268,0.25,10.0,67,0.089,600.0,0.0,0.0,91.0,0,0,
269,0.25,15.0,67,0.08933333333333333,600.0,0.0,0.0,84.0,0,0,
270,0.25,20.0,67,0.08399999999999999,600.0,0.0,0.0,75.0,0,0,
271,0.25,25.0,67,0.12233333333333335,600.0,0.0,0.0,187.0,0,0,
272,0.25,10.0,68,0.15033333333333335,600.0,0.0,0.0,159.0,0,0,
273,0.25,15.0,68,0.15233333333333335,600.0,0.0,0.0,183.0,0,0,
274,0.25,20.0,68,0.13066666666666668,600.0,0.0,0.0,128.0,0,0,
275,0.25,25.0,68,0.1706666666666667,600.0,0.0,0.0,160.0,0,0,
276,0.25,10.0,69,0.15600000000000003,600.0,0.0,0.0,188.0,0,0,
277,0.25,15.0,69,0.18366666666666667,600.0,0.0,0.0,176.0,0,0,
278,0.25,20.0,69,0.26633333333333337,600.0,0.0,0.0,511.0,0,0,
279,0.25,25.0,69,0.295,600.0,1.0,0.2,,0,0,
280,0.25,10.0,70,0.10200000000000001,600.0,0.0,0.0,97.0,0,0,
281,0.25,15.0,70,0.134,600.0,0.0,0.0,180.0,0,0,
282,0.25,20.0,70,0.14600000000000002,600.0,0.0,0.0,201.0,0,0,
283,0.25,25.0,70,0.106,600.0,0.0,0.0,107.0,0,0,
284,0.25,10.0,71,0.137,600.0,0.0,0.0,144.0,0,0,
285,0.25,15.0,71,0.14266666666666666,600.0,0.0,0.0,202.0,0,0,
286,0.25,20.0,71,0.13366666666666668,600.0,0.0,0.0,180.0,0,0,
287,0.25,25.0,71,0.15,600.0,0.0,0.0,219.0,0,0,
288,0.25,10.0,72,0.12666666666666668,600.0,0.0,0.0,127.0,0,0,
289,0.25,15.0,72,0.11733333333333335,600.0,0.0,0.0,116.0,0,0,
290,0.25,20.0,72,0.11933333333333332,600.0,0.0,0.0,121.0,0,0,
291,0.25,25.0,72,0.12066666666666667,600.0,0.0,0.0,112.0,0,0,
292,0.25,10.0,73,0.14533333333333334,600.0,0.0,0.0,132.0,0,0,
293,0.25,15.0,73,0.12266666666666666,600.0,0.0,0.0,125.0,0,0,
294,0.25,20.0,73,0.13366666666666668,600.0,0.0,0.0,160.0,0,0,
295,0.25,25.0,73,0.1406666666666667,600.0,0.0,0.0,148.0,0,0,
296,0.25,10.0,74,0.15666666666666668,600.0,0.0,0.0,154.0,0,0,
297,0.25,15.0,74,0.135,600.0,0.0,0.0,123.0,0,0,
298,0.25,20.0,74,0.14933333333333335,600.0,0.0,0.0,135.0,0,0,
299,0.25,25.0,74,0.16666666666666666,600.0,0.0,0.0,186.0,0,0,
300,0.25,10.0,75,0.18133333333333332,600.0,0.0,0.0,180.0,0,0,
301,0.25,15.0,75,0.19233333333333336,600.0,0.0,0.0,188.0,0,0,
302,0.25,20.0,75,0.17566666666666667,600.0,0.0,0.0,195.0,0,0,
303,0.25,25.0,75,0.15533333333333335,600.0,0.0,0.0,139.0,0,0,
304,0.25,10.0,76,0.13066666666666668,600.0,0.0,0.0,153.0,0,0,
305,0.25,15.0,76,0.11366666666666667,600.0,0.0,0.0,104.0,0,0,
306,0.25,20.0,76,0.15066666666666667,600.0,0.0,0.0,154.0,0,0,
307,0.25,25.0,76,0.175,600.0,0.0,0.0,243.0,0,0,
308,0.25,10.0,77,0.11266666666666665,600.0,0.0,0.0,104.0,0,0,
309,0.25,15.0,77,0.11600000000000002,600.0,0.0,0.0,108.0,0,0,
310,0.25,20.0,77,0.12033333333333333,600.0,0.0,0.0,131.0,0,0,
