RunId,cohere,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
299,0.6,59,0.37805555555555553,600.0,10.0,0.3333333333333333,60.0,0,0,
300,0.15,60,0.41288888888888886,600.0,10.0,0.3333333333333333,129.0,0,0,
301,0.25,60,0.4345,600.0,10.0,0.3333333333333333,202.0,0,0,
302,0.35,60,0.43661111111111106,600.0,10.0,0.3333333333333333,222.0,0,0,
303,0.45,60,0.4473333333333333,600.0,10.0,0.3333333333333333,216.0,0,0,
304,0.6,60,0.4175,600.0,10.0,0.3333333333333333,144.0,0,0,
305,0.15,61,0.47655555555555557,600.0,10.0,0.3333333333333333,258.0,0,0,
306,0.25,61,0.5013333333333333,600.0,10.0,0.3333333333333333,373.0,0,0,
307,0.35,61,0.5106666666666666,600.0,10.0,0.3333333333333333,325.0,0,0,
308,0.45,61,0.5309444444444444,600.0,13.0,0.4333333333333333,,0,0,
309,0.6,61,0.49083333333333323,600.0,10.0,0.3333333333333333,250.0,0,0,
310,0.15,62,0.3972222222222222,600.0,6.0,0.2,124.0,0,0,
311,0.25,62,0.39849999999999997,600.0,7.0,0.2333333333333333,123.0,0,0,
312,0.35,62,0.40166666666666667,600.0,6.0,0.2,122.0,0,0,
313,0.45,62,0.41288888888888886,600.0,7.0,0.2333333333333333,122.0,0,0,
