RunId,match,drone_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
239,0.2,25.0,23,0.4095555555555555,600.0,10.0,0.3333333333333333,88.0,0,0,
240,0.0,10.0,24,0.538,600.0,9.0,0.3,366.0,0,0,
241,0.025,10.0,24,0.43111111111111106,600.0,8.0,0.2666666666666666,235.0,0,0,
242,0.05,10.0,24,0.41877777777777775,600.0,8.0,0.2666666666666666,196.0,0,0,
243,0.1,10.0,24,0.4345,600.0,8.0,0.2666666666666666,205.0,0,0,
244,0.2,10.0,24,0.4378333333333333,600.0,8.0,0.2666666666666666,147.0,0,0,
245,0.0,25.0,24,0.5668333333333334,600.0,12.0,0.4,439.0,0,0,
246,0.025,25.0,24,0.37455555555555553,600.0,5.0,0.1666666666666666,147.0,0,0,
247,0.05,25.0,24,0.4057222222222222,600.0,8.0,0.2666666666666666,143.0,0,0,
248,0.1,25.0,24,0.35744444444444445,600.0,6.0,0.2,148.0,0,0,
249,0.2,25.0,24,0.3537222222222222,600.0,7.0,0.2333333333333333,94.0,0,0,
250,0.0,10.0,25,0.46644444444444444,600.0,10.0,0.3333333333333333,269.0,0,0,
251,0.025,10.0,25,0.5183333333333333,600.0,11.0,0.3666666666666666,366.0,0,0,
252,0.05,10.0,25,0.5591111111111111,600.0,11.0,0.3666666666666666,537.0,0,0,
253,0.1,10.0,25,0.5471666666666667,600.0,13.0,0.4333333333333333,,0,0,
254,0.2,10.0,25,0.4974444444444445,600.0,12.0,0.4,376.0,0,0,
255,0.0,25.0,25,0.5176666666666667,600.0,12.0,0.4,463.0,0,0,
256,0.025,25.0,25,0.45349999999999996,600.0,10.0,0.3333333333333333,277.0,0,0,
257,0.05,25.0,25,0.44372222222222213,600.0,11.0,0.3666666666666666,192.0,0,0,
258,0.1,25.0,25,0.4018333333333333,600.0,9.0,0.3,129.0,0,0,
259,0.2,25.0,25,0.5035000000000001,600.0,10.0,0.3333333333333333,428.0,0,0,
260,0.0,10.0,26,0.49372222222222223,600.0,11.0,0.3666666666666666,283.0,0,0,
261,0.025,10.0,26,0.5261111111111112,600.0,10.0,0.3333333333333333,351.0,0,0,
262,0.05,10.0,26,0.5367777777777778,600.0,11.0,0.3666666666666666,365.0,0,0,
263,0.1,10.0,26,0.5672222222222222,600.0,12.0,0.4,569.0,0,0,
264,0.2,10.0,26,0.5061111111111111,600.0,10.0,0.3333333333333333,288.0,0,0,
265,0.0,25.0,26,0.5007222222222222,600.0,10.0,0.3333333333333333,314.0,0,0,
