RunId,point_sensing_radius,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
374,20.0,93,0.37772222222222224,600.0,6.0,0.2,147.0,0,0,
375,25.0,93,0.33038888888888884,600.0,5.0,0.1666666666666666,131.0,0,0,
376,10.0,94,0.4298333333333333,600.0,10.0,0.3333333333333333,171.0,0,0,
377,15.0,94,0.4359444444444444,600.0,10.0,0.3333333333333333,265.0,0,0,
378,20.0,94,0.42844444444444446,600.0,10.0,0.3333333333333333,214.0,0,0,
379,25.0,94,0.46311111111111114,600.0,10.0,0.3333333333333333,335.0,0,0,
380,10.0,95,0.43349999999999994,600.0,11.0,0.3666666666666666,110.0,0,0,
381,15.0,95,0.41094444444444445,600.0,10.0,0.3333333333333333,90.0,0,0,
382,20.0,95,0.4492222222222222,600.0,10.0,0.3333333333333333,265.0,0,0,
383,25.0,95,0.4349444444444444,600.0,10.0,0.3333333333333333,195.0,0,0,
384,10.0,96,0.4606666666666666,600.0,10.0,0.3333333333333333,217.0,0,0,
385,15.0,96,0.442,600.0,10.0,0.3333333333333333,145.0,0,0,
386,20.0,96,0.4448888888888889,600.0,10.0,0.3333333333333333,174.0,0,0,
387,25.0,96,0.4201111111111111,600.0,10.0,0.3333333333333333,139.0,0,0,
388,10.0,97,0.42894444444444446,600.0,10.0,0.3333333333333333,236.0,0,0,
389,15.0,97,0.4089444444444444,600.0,10.0,0.3333333333333333,166.0,0,0,
390,20.0,97,0.41505555555555557,600.0,10.0,0.3333333333333333,143.0,0,0,
391,25.0,97,0.3857777777777778,600.0,10.0,0.3333333333333333,66.0,0,0,
392,10.0,98,0.30561111111111106,600.0,7.0,0.2333333333333333,101.0,0,0,
393,15.0,98,0.3331111111111111,600.0,7.0,0.2333333333333333,146.0,0,0,
394,20.0,98,0.3268333333333333,600.0,7.0,0.2333333333333333,81.0,0,0,
395,25.0,98,0.33688888888888885,600.0,8.0,0.2666666666666666,112.0,0,0,
396,10.0,99,0.5702222222222222,600.0,10.0,0.3333333333333333,500.0,0,0,
397,15.0,99,0.44949999999999996,600.0,8.0,0.2666666666666666,232.0,0,0,
398,20.0,99,0.33138888888888884,600.0,5.0,0.1666666666666666,140.0,0,0,
399,25.0,99,0.35566666666666663,600.0,5.0,0.1666666666666666,182.0,0,0,
